,gold_spent,floor_reached,items_purged_num,campfires_num,total_cards,total_relics,potions_used_num,total_damage_taken,character_chosen,items_purchased_num,campfire_rested_num,campfire_upgraded_num,victory,A Thousand Cuts,Accuracy,Acrobatics,Adrenaline,After Image,Aggregate,All For One,All Out Attack,Allocate,Amplify,Anger,Apotheosis,Armaments,AscendersBane,Auto Shields,Axe Kick,Backflip,Backstab,Ball Lightning,Bandage Up,Bane,Barrage,Barricade,Bash,Battle Trance,Beam Cell,Berserk,Biased Cognition,Bite,Blade Dance,Blaster,Blind,Blizzard,Blood for Blood,Bloodletting,Bludgeon,Blur,Body Slam,BootSequence,Bouncing Flask,Brutality,Buffer,Bullet Time,Burn,Burning Pact,Burst,Calculated Gamble,Caltrops,Capacitor,Carnage,Catalyst,Chaos,Chill,Choke,Chrysalis,Clash,Cleave,Cloak And Dagger,Clothesline,Clumsy,Cold Snap,Combust,Concentrate,Conserve Battery,Consume,Coolheaded,Corpse Explosion,Corruption,Creative AI,Crippling Poison,Dagger Spray,Dagger Throw,Dark Embrace,Dark Shackles,Darkness,Dash,Dazed,Deadly Poison,Decay,Deep Breath,Defend_B,Defend_G,Defend_R,Defend_P,Deflect,Defragment,Demon Form,Die Die Die,Disarm,Distraction,Dodge and Roll,Doom and Gloom,Doppelganger,Double Energy,Double Tap,Doubt,Dramatic Entrance,Dropkick,Dual Wield,Dualcast,Echo Form,Electrodynamics,Endless Agony,Energy Pulse,Enlightenment,Entrench,Envenom,Escape Plan,Eviscerate,Evolve,Exhume,Expertise,FTL,Feed,Feel No Pain,Fiend Fire,Finesse,Finisher,Fire Breathing,Fission,Flame Barrier,Flash of Steel,Flechettes,Flex,Flux Capacitor,Flying Knee,Footwork,Force Field,Fusion,Gash,Genetic Algorithm,Ghostly,Ghostly Armor,Glacier,Glass Knife,Go for the Eyes,Good Instincts,Grand Finale,Havoc,Headbutt,Heatsinks,Heavy Blade,Heel Hook,Hello World,Hemokinesis,Hide,Hologram,Hyperbeam,Immolate,Impervious,Infernal Blade,Infinite Blades,Inflame,Injury,Intimidate,Iron Wave,J.A.X.,Jack Of All Trades,Juggernaut,Leap,Leg Sweep,Limit Break,Lockon,Loop,Machine Learning,Study,Madness,Magnetism,Malaise,Master of Strategy,Masterful Stab,Mayhem,Melter,Metallicize,Metamorphosis,Meteor Strike,Mind Blast,Multi-Cast,Necronomicurse,Neutralize,Night Terror,Normality,Noxious Fumes,Offering,Outmaneuver,Pain,Panacea,Panache,Parasite,Perfected Strike,Phantasmal Killer,PiercingWail,Poisoned Stab,Pommel Strike,Power Through,Predator,Prepared,Pummel,Purity,Quick Slash,Rage,Rainbow,Rampage,Reaper,Reboot,Rebound,Reckless Charge,Recycle,Redo,Reflex,Regret,Reinforced Body,Reprogram,Riddle With Holes,Rip and Tear,Rupture,Sadistic Nature,Scrape,Searing Blow,Second Wind,Secret Technique,Secret Weapon,Seeing Red,Seek,Self Repair,Sentinel,Setup,Sever Soul,Shame,Shiv,Shockwave,Shrug It Off,Skewer,Skim,Slice,Slimed,Spot Weakness,Stack,Static Discharge,Steam,Steam Power,Storm,Storm of Steel,Streamline,Strike_B,Strike_G,Strike_R,Strike_P,Sucker Punch,Sunder,Survivor,Sweeping Beam,Swift Strike,Sword Boomerang,Tactician,Tempest,Terror,The Bomb,Thinking Ahead,Thunder Strike,Thunderclap,Tools of the Trade,Transmutation,Trip,True Grit,Turbo,Twin Strike,Underhanded Strike,Undo,Unload,Uppercut,Venomology,Void,Warcry,Well Laid Plans,Whirlwind,White Noise,Wild Strike,Wound,Wraith Form v2,Writhe,Zap,Core Surge,Compile Driver,RitualDagger,Pride,PanicButton,HandOfGreed,Violence,Impatience,Forethought,Discovery,Nirvana,EmptyFist,EmptyBody,WreathOfFlame,FearNoEvil,MentalFortress,Mastery,Collect,ForeignInfluence,FlowState,FlurryOfBlows,PalmThatRestrains,Wrath,Calm,Polymath,Consecrate,Flicker,Blasphemy,Ragnarok,FlameMastery,StepAndStrike,Survey,Swipe,Blessed,LetFateDecide,RetreatingHand,Flare,PerfectedForm,AwakenedStrike,EmptyMind,Experienced,Judgement,Pray,Conclude,LessonLearned,CutThroughFate,ThirdEye,SublimeSlice,SignatureMove,Prediction,Worship,Fasting,Fasting2,DevaForm,Wireheading,ReachHeaven,ThroughViolence,Clarity,Thwack,Meditate,Miracle,Vault,Flow,CarveReality,Smite,Truth,Insight,DeceiveReality,Safety,Wisdom,Peace,WindmillStrike,Establishment,WardAura,Metaphysics,Evaluate,Devotion,SoothingAura,BrillianceAura,FuryAura,DeusExMachina,CleanseEvil,Torrent,Windup,Shield,CrescentKick,TalkToTheHand,BattleHymn,Prostrate,Punishment,Eruption,ClearTheMind,WaveOfTheHand,SpiritShield,Vigilance,Serenity,Crescendo,Transcendence,FollowUp,Perseverance,CrushJoints,SashWhip,Sanctity,Omniscience,Scrawl,Swivel,Protect,FlyingSleeves,MasterReality,BowlingBash,Unraveling,BigBrain,SandsOfTime,Brilliance,Retribution,JustLucky,Weave,Adaptation,Causality,Wish,CurseOfTheBell,InnerPeace,Tantrum,Alpha,Beta,Omega,Vengeance,PathToVictory,Wallop,Halt,WheelKick,Indignation,BecomeAlmighty,LiveForever,FameAndFortune,ConjureBlade,Expunger,WaveOfTheHand2,Discipline,Flick,LikeWater,A Thousand Cuts+1,Accuracy+1,Acrobatics+1,Adrenaline+1,After Image+1,Aggregate+1,All For One+1,All Out Attack+1,Allocate+1,Amplify+1,Anger+1,Apotheosis+1,Armaments+1,AscendersBane+1,Auto Shields+1,Axe Kick+1,Backflip+1,Backstab+1,Ball Lightning+1,Bandage Up+1,Bane+1,Barrage+1,Barricade+1,Bash+1,Battle Trance+1,Beam Cell+1,Berserk+1,Biased Cognition+1,Bite+1,Blade Dance+1,Blaster+1,Blind+1,Blizzard+1,Blood for Blood+1,Bloodletting+1,Bludgeon+1,Blur+1,Body Slam+1,BootSequence+1,Bouncing Flask+1,Brutality+1,Buffer+1,Bullet Time+1,Burn+1,Burning Pact+1,Burst+1,Calculated Gamble+1,Caltrops+1,Capacitor+1,Carnage+1,Catalyst+1,Chaos+1,Chill+1,Choke+1,Chrysalis+1,Clash+1,Cleave+1,Cloak And Dagger+1,Clothesline+1,Clumsy+1,Cold Snap+1,Combust+1,Concentrate+1,Conserve Battery+1,Consume+1,Coolheaded+1,Corpse Explosion+1,Corruption+1,Creative AI+1,Crippling Poison+1,Dagger Spray+1,Dagger Throw+1,Dark Embrace+1,Dark Shackles+1,Darkness+1,Dash+1,Dazed+1,Deadly Poison+1,Decay+1,Deep Breath+1,Defend_B+1,Defend_G+1,Defend_R+1,Defend_P+1,Deflect+1,Defragment+1,Demon Form+1,Die Die Die+1,Disarm+1,Distraction+1,Dodge and Roll+1,Doom and Gloom+1,Doppelganger+1,Double Energy+1,Double Tap+1,Doubt+1,Dramatic Entrance+1,Dropkick+1,Dual Wield+1,Dualcast+1,Echo Form+1,Electrodynamics+1,Endless Agony+1,Energy Pulse+1,Enlightenment+1,Entrench+1,Envenom+1,Escape Plan+1,Eviscerate+1,Evolve+1,Exhume+1,Expertise+1,FTL+1,Feed+1,Feel No Pain+1,Fiend Fire+1,Finesse+1,Finisher+1,Fire Breathing+1,Fission+1,Flame Barrier+1,Flash of Steel+1,Flechettes+1,Flex+1,Flux Capacitor+1,Flying Knee+1,Footwork+1,Force Field+1,Fusion+1,Gash+1,Genetic Algorithm+1,Ghostly+1,Ghostly Armor+1,Glacier+1,Glass Knife+1,Go for the Eyes+1,Good Instincts+1,Grand Finale+1,Havoc+1,Headbutt+1,Heatsinks+1,Heavy Blade+1,Heel Hook+1,Hello World+1,Hemokinesis+1,Hide+1,Hologram+1,Hyperbeam+1,Immolate+1,Impervious+1,Infernal Blade+1,Infinite Blades+1,Inflame+1,Injury+1,Intimidate+1,Iron Wave+1,J.A.X.+1,Jack Of All Trades+1,Juggernaut+1,Leap+1,Leg Sweep+1,Limit Break+1,Lockon+1,Loop+1,Machine Learning+1,Study+1,Madness+1,Magnetism+1,Malaise+1,Master of Strategy+1,Masterful Stab+1,Mayhem+1,Melter+1,Metallicize+1,Metamorphosis+1,Meteor Strike+1,Mind Blast+1,Multi-Cast+1,Necronomicurse+1,Neutralize+1,Night Terror+1,Normality+1,Noxious Fumes+1,Offering+1,Outmaneuver+1,Pain+1,Panacea+1,Panache+1,Parasite+1,Perfected Strike+1,Phantasmal Killer+1,PiercingWail+1,Poisoned Stab+1,Pommel Strike+1,Power Through+1,Predator+1,Prepared+1,Pummel+1,Purity+1,Quick Slash+1,Rage+1,Rainbow+1,Rampage+1,Reaper+1,Reboot+1,Rebound+1,Reckless Charge+1,Recycle+1,Redo+1,Reflex+1,Regret+1,Reinforced Body+1,Reprogram+1,Riddle With Holes+1,Rip and Tear+1,Rupture+1,Sadistic Nature+1,Scrape+1,Searing Blow+1,Second Wind+1,Secret Technique+1,Secret Weapon+1,Seeing Red+1,Seek+1,Self Repair+1,Sentinel+1,Setup+1,Sever Soul+1,Shame+1,Shiv+1,Shockwave+1,Shrug It Off+1,Skewer+1,Skim+1,Slice+1,Slimed+1,Spot Weakness+1,Stack+1,Static Discharge+1,Steam+1,Steam Power+1,Storm+1,Storm of Steel+1,Streamline+1,Strike_B+1,Strike_G+1,Strike_R+1,Strike_P+1,Sucker Punch+1,Sunder+1,Survivor+1,Sweeping Beam+1,Swift Strike+1,Sword Boomerang+1,Tactician+1,Tempest+1,Terror+1,The Bomb+1,Thinking Ahead+1,Thunder Strike+1,Thunderclap+1,Tools of the Trade+1,Transmutation+1,Trip+1,True Grit+1,Turbo+1,Twin Strike+1,Underhanded Strike+1,Undo+1,Unload+1,Uppercut+1,Venomology+1,Void+1,Warcry+1,Well Laid Plans+1,Whirlwind+1,White Noise+1,Wild Strike+1,Wound+1,Wraith Form v2+1,Writhe+1,Zap+1,Core Surge+1,Compile Driver+1,RitualDagger+1,Pride+1,PanicButton+1,HandOfGreed+1,Violence+1,Impatience+1,Forethought+1,Discovery+1,Nirvana+1,EmptyFist+1,EmptyBody+1,WreathOfFlame+1,FearNoEvil+1,MentalFortress+1,Mastery+1,Collect+1,ForeignInfluence+1,FlowState+1,FlurryOfBlows+1,PalmThatRestrains+1,Wrath+1,Calm+1,Polymath+1,Consecrate+1,Flicker+1,Blasphemy+1,Ragnarok+1,FlameMastery+1,StepAndStrike+1,Survey+1,Swipe+1,Blessed+1,LetFateDecide+1,RetreatingHand+1,Flare+1,PerfectedForm+1,AwakenedStrike+1,EmptyMind+1,Experienced+1,Judgement+1,Pray+1,Conclude+1,LessonLearned+1,CutThroughFate+1,ThirdEye+1,SublimeSlice+1,SignatureMove+1,Prediction+1,Worship+1,Fasting+1,Fasting2+1,DevaForm+1,Wireheading+1,ReachHeaven+1,ThroughViolence+1,Clarity+1,Thwack+1,Meditate+1,Miracle+1,Vault+1,Flow+1,CarveReality+1,Smite+1,Truth+1,Insight+1,DeceiveReality+1,Safety+1,Wisdom+1,Peace+1,WindmillStrike+1,Establishment+1,WardAura+1,Metaphysics+1,Evaluate+1,Devotion+1,SoothingAura+1,BrillianceAura+1,FuryAura+1,DeusExMachina+1,CleanseEvil+1,Torrent+1,Windup+1,Shield+1,CrescentKick+1,TalkToTheHand+1,BattleHymn+1,Prostrate+1,Punishment+1,Eruption+1,ClearTheMind+1,WaveOfTheHand+1,SpiritShield+1,Vigilance+1,Serenity+1,Crescendo+1,Transcendence+1,FollowUp+1,Perseverance+1,CrushJoints+1,SashWhip+1,Sanctity+1,Omniscience+1,Scrawl+1,Swivel+1,Protect+1,FlyingSleeves+1,MasterReality+1,BowlingBash+1,Unraveling+1,BigBrain+1,SandsOfTime+1,Brilliance+1,Retribution+1,JustLucky+1,Weave+1,Adaptation+1,Causality+1,Wish+1,CurseOfTheBell+1,InnerPeace+1,Tantrum+1,Alpha+1,Beta+1,Omega+1,Vengeance+1,PathToVictory+1,Wallop+1,Halt+1,WheelKick+1,Indignation+1,BecomeAlmighty+1,LiveForever+1,FameAndFortune+1,ConjureBlade+1,Expunger+1,WaveOfTheHand2+1,Discipline+1,Flick+1,LikeWater+1,Anchor,Ancient Tea Set,Art of War,Astrolabe,Bag of Marbles,Bag of Preparation,Bird Faced Urn,Black Blood,Black Star,Blood Vial,Bloody Idol,Blue Candle,Bottled Flame,Bottled Lightning,Bottled Tornado,Bronze Scales,Burning Blood,Cables,Calipers,Calling Bell,Cauldron,Centennial Puzzle,Chameleon Ring,Champion Belt,Charon's Ashes,Chemical X,Circlet,Cracked Core,FrozenCore,Cursed Key,Darkstone Periapt,DataDisk,Dead Branch,Derp Rock,Discerning Monocle,Dodecahedron,Dream Catcher,Du-Vu Doll,Ectoplasm,Emotion Chip,Enchiridion,Eternal Feather,Frozen Egg 2,Frozen Eye,Gambling Chip,Ginger,Girya,Golden Idol,Gremlin Horn,Happy Flower,Ice Cream,Inserter,Juzu Bracelet,Kunai,Lantern,Lee's Waffle,Letter Opener,Living Blade,Lizard Tail,Magic Flower,Mango,Mark of Pain,Matryoshka,Meat on the Bone,Medical Kit,Membership Card,Mercury Hourglass,Molten Egg 2,Mummified Hand,Necronomicon,NeowsBlessing,Nilry's Codex,Ninja Scroll,Nloth's Gift,Nuclear Battery,Nullstone Periapt,Odd Mushroom,Oddly Smooth Stone,Old Coin,Omamori,Orichalcum,Ornamental Fan,Orrery,Pandora's Box,Pantograph,Paper Crane,Paper Frog,Peace Pipe,Pear,Pen Nib,Philosopher's Stone,Potion Belt,Prayer Wheel,Question Card,Red Circlet,Red Mask,Red Skull,Regal Pillow,Ring of the Serpent,Ring of the Snake,Runic Capacitor,Runic Cube,Runic Dome,Runic Pyramid,Self Forming Clay,Shovel,Shuriken,Singing Bowl,Smiling Mask,Snake Skull,Snecko Eye,Sozu,Spirit Poop,Strange Spoon,Strawberry,Sundial,Symbiotic Virus,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,The Courier,The Specimen,Thread and Needle,Tingsha,Tiny Chest,Tiny House,Toolbox,Torii,Tough Bandages,Toxic Egg 2,Toy Ornithopter,Turnip,Unceasing Top,Vajra,Velvet Choker,War Paint,Whetstone,White Beast Statue,Boot,Mark of the Bloom,Busted Crown,Incense Burner,Empty Cage,Fusion Hammer,Coffee Dripper,SsserpentHead,MutagenicStrength,FaceOfCleric,NlothsMask,GremlinMask,CultistMask,TheAbacus,DollysMirror,ClockworkSouvenir,MealTicket,TwistedFunnel,HandDrill,HoveringKite,Sling,OrangePellets,WristBlade,StoneCalendar,Nunchaku,Brimstone,PreservedInsect,Pocketwatch,FossilizedHelix,PrismaticShard,WarpedTongs,WingedGreaves,MawBank,Melange,PureWater,HolyWater,SacredBark,InkBottle,Yin,Yang,Akabeko,VioletLotus,TeardropLocket,CeramicFish,SlaversCollar,StrikeDummy,CloakClasp,TungstenRod,HornCleat,CaptainsWheel,GoldenEye,Damaru,Wing Boots
0,86,40,2,6,34,0,2,255.0,2,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,90,33,2,4,23,0,3,164.0,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,356,55,2,10,30,0,2,386.0,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
